CENSUS BLOCK,Pop
1006003010,0
1006003011,16
1006003012,25
1006003013,20
1006003014,39
1006003015,38
1006003016,41
1006003017,35
1006003018,9
1006003019,42
1006003020,47
1006003021,23
1006003022,1
1006003023,0
1006003024,26
1006003025,37
1006003026,39
1006003027,18
1006003028,17
1006003029,20
1006003030,55
1006003031,42
1006003032,19
1006003033,0
1006003034,34
1006003035,50
1006003036,52
1006003037,42
1006003038,36
1006003039,36
1006004000,0
1006004001,0
1006004002,0
1006004003,0
1006004004,0
1006004005,0
1006004006,0
1006004007,0
1006004008,0
1006004009,0
1006004010,0
1006004011,12
1006004012,0
1006004013,45
1006004014,27
1006004015,7
1006004016,7
1006004017,0
1006004018,44
1006004019,42
1006004020,34
1006004021,28
1006004022,26
1006004023,21
1006004024,19
1006004025,11
1006004026,4
1006004027,0
1006004028,0
1006004029,6
1006004030,11
1006004031,18
1006004032,4
1006004033,30
1006004034,35
1006004035,38
1006004036,64
1006004037,51
1006004038,49
1006004039,40
1006004040,45
1006004041,60
1006004042,0
1006004043,0
1006004044,0
1006004045,29
1006004046,49
1006004047,38
1006004048,50
1006004049,49
1006004050,54
1006004051,47
1006004052,30
1006004053,22
1006004054,25
1006004055,30
1006004056,25
1006004057,18
1006004058,54
1006004059,58
1006004060,1
1006004061,2
1006004062,16
1006004063,17
1006004064,20
1006004065,15
1006004066,20
1006004067,20
1006004068,33
1006004069,27
1006004070,29
1006004071,31
1006004072,0
1006004073,12
1006004074,19
1007001000,39
1007001001,43
1007001002,27
1007001003,22
1007001004,54
1007001005,58
1007001006,46
1007001007,41
1007001008,42
1007001009,49
1007001010,76
1007001011,37
1007001012,42
1007001013,47
1007001014,61
1007001015,25
1007001016,19
1007001017,38
1007001018,22
1007001019,47
1007001020,16
1007002000,18
1007002001,20
1007002002,33
1007002003,63
1007002004,41
1007002005,37
1007002006,33
1007002007,32
1007002008,90
1007002009,90
1007002010,38
1007002011,58
1007002012,57
1007002013,55
1007002014,67
1007002015,75
1007002016,52
1007002017,56
1007003000,26
1007003001,24
1007003002,14
1007003003,32
1007003004,37
1007003005,30
1007003006,38
1007003007,28
1007003008,78
1007003009,139
1007003010,10
1007003011,74
1007003012,58
1007003013,54
1007003014,22
1007003015,85
1007003016,100
1007003017,34
1007003018,31
1007003019,29
1007004000,26
1007004001,22
1007004002,18
1007004003,34
1007004004,26
1007004005,36
1007004006,42
1007004007,79
1007004008,27
1007004009,25
1007004010,30
1007004011,30
1007004012,36
1007004013,29
1007004014,24
1007004015,20
1007004016,81
1007004017,70
1007004018,56
1007004019,45
1007004020,65
1007004021,58
1007005000,72
1007005001,4
1007005002,47
1007005003,5
1007005004,0
1007005005,14
1007005006,59
1007005007,71
1007005008,72
1007005009,64
1007005010,83
1007005011,69
1007005012,60
1007005013,42
1007005014,189
1007005015,165
1007005016,67
1007005017,72
1007005018,83
1101001000,4
1101001001,9
1101001002,30
1101001003,116
1101001004,103
1101001005,23
1101001006,9
1101001007,89
1101001008,165
1101001009,11
1101001010,7
1101001011,39
1101001012,0
1101001013,21
1101001014,6
1101001015,41
1101001016,60
1101001017,98
1101001018,21
1101001019,0
1101001020,0
1101001021,30
1101001022,30
1101001023,62
1101001024,52
1101001025,70
1101001026,65
1101001027,49
1101001028,30
1101001029,21
1101001030,111
1101001031,1
1101001032,0
1101002000,30
1101002001,71
1101002002,24
1101002003,71
1101002004,71
1101002005,68
1101002006,15
1101002007,98
1101002008,42
1101002009,74
1101002010,42
1101002011,45
1101002012,38
1101002013,24
1101002014,25
1101002015,0
1101002016,113
1101002017,70
1101002018,68
1101002019,49
1101002020,52
1101003000,64
1101003001,57
1101003002,53
1101003003,33
1101003004,5
1101003005,13
1101003006,0
1101003007,17
1101003008,1
1101003009,2
1101003010,31
1101003011,37
1101003012,78
1101003013,80
1101003014,52
1101003015,68
1101003016,2
1101003017,10
1101003018,1
1101003019,3
1101004000,48
1101004001,143
1101004002,27
1101004003,9
1101004004,38
1101004005,45
1101004006,59
1101004007,105
1101004008,43
1101004009,45
1101004010,21
1101004011,18
1101004012,59
1101004013,53
1101004014,21
1101004015,12
1101004016,4
1101004017,16
1101004018,67
1101004019,46
1101004020,48
1101004021,40
1101004022,28
1101004023,24
1101004024,0
1101005000,67
1101005001,30
1101005002,64
1101005003,34
1101005004,12
1101005005,10
1101005006,46
1101005007,0
1101005008,65
1101005009,38
1101005010,27
1101005011,40
1101005012,55
1101005013,53
1101005014,93
1101005015,135
1101005016,45
1101005017,33
1101005018,110
1101005019,59
1101005020,55
1101005021,56
1101005022,0
1101005023,38
1102001000,127
1102001001,68
1102001002,47
1102001003,98
1102001004,97
1102001005,117
1102001006,53
1102001007,32
1102001008,26
1102001009,44
1102001010,95
1102001011,73
1102001012,3
1102001013,0
1102001014,55
1102001015,83
1102001016,174
1102001017,3
1102001018,5
1102001019,109
1102001020,71
1102001021,0
1102001022,43
1102001023,179
1102001024,0
1102001025,0
1102002000,20
1102002001,101
1102002002,73
1102002003,68
1102002004,74
1102002005,86
1102002006,137
1102002007,51
1102002008,0
1102002009,0
1102002010,82
1102002011,9
1102002012,42
1102002013,41
1102002014,2
1102002015,32
1102002016,23
1102002017,67
1102002018,28
1102002019,29
1102002020,98
1102002021,77
1102002022,86
1102002023,0
1102002024,0
1102002025,0
1103001000,0
1103001001,0
1103001002,0
1103001003,0
1103001004,0
1103001005,0
1103001006,16
1103001007,25
1103001008,22
1103001009,23
1103001010,17
1103001011,0
1103001012,3
1103001013,0
1103001014,0
1103001015,51
1103001016,49
1103001017,67
1103001018,43
1103001019,10
1103001020,21
1103001021,9
1103001022,61
1103001023,0
1103001024,29
1103001025,59
1103001026,53
1103001027,25
1103001028,26
1103001029,28
1103001030,4
1103001031,48
1103001032,10
1103001033,0
1103001034,28
1103001035,4
1103002000,54
1103002001,64
1103002002,53
1103002003,51
1103002004,52
1103002005,45
1103002006,47
1103002007,45
1103002008,47
1103002009,33
1103002010,49
1103002011,55
1103002012,51
1103002013,19
1103002014,25
1103002015,30
1103002016,39
1103002017,54
1103002018,40
1103002019,36
1103002020,40
1103002021,0
1103002022,35
1103002023,29
1103002024,0
1103002025,0
1103002026,0
1103002027,42
1103003000,26
1103003001,59
1103003002,62
1103003003,49
1103003004,51
1103003005,11
1103003006,28
1103003007,22
1103003008,41
1103003009,4
1103003010,14
1103003011,9
1103003012,0
1103003013,41
1103003014,43
1103003015,48
1103003016,43
1103003017,47
1103003018,77
1103003019,55
1103003020,0
1103003021,0
1103004000,75
1103004001,75
1103004002,12
1103004003,69
1103004004,112
1103004005,49
1103004006,47
1103004007,54
1103004008,31
1103004009,54
1103004010,80
1103004011,56
1103004012,30
1103004013,63
1103004014,113
1103004015,89
1103004016,38
1103004017,36
1103004018,42
1103004019,51
1103004020,42
1103004021,43
1103004022,39
1103004023,45
1103005000,71
1103005001,31
1103005002,41
1103005003,21
1103005004,22
1103005005,43
1103005006,50
1103005007,41
1103005008,66
1103005009,57
1103005010,49
1103005011,37
1103005012,41
1103005013,47
1103005014,33
1103005015,46
1103005016,45
1103005017,27
1103005018,46
1103005019,46
1103005020,53
1103005021,48
1103005022,30
1103005023,27
1103005024,32
1103005025,32
1103005026,0
1103005027,22
1103005028,20
1103005029,35
1103005030,28
1103005031,50
1103005032,38
1103005033,45
1104001000,27
1104001001,1
1104001002,0
1104001003,99
1104001004,0
1104001005,0
1104001006,0
1104001007,0
1104001008,0
1104001009,0
1104001010,0
1104001011,33
1104001012,26
1104001013,18
1104001014,22
1104001015,36
1104001016,23
1104001017,11
1104001018,35
1104001019,74
1104001020,0
1104001021,0
1104001022,52
1104001023,100
1104001024,87
1104001025,64
1104001026,55
1104001027,33
1104001028,17
1104001029,24
1104001030,40
1104001031,36
1104001032,34
1104001033,178
1104001034,0
1104001035,201
1104001036,8
1104001037,16
1104001038,17
1104001039,26
1104001040,53
1104001041,44
1104001042,37
1104001043,37
1104001044,39
1104001045,34
1104001046,54
1104002000,48
1104002001,129
1104002002,40
1104002003,49
1104002004,19
1104002005,92
1104002006,138
1104002007,74
1104002008,51
1104002009,46
1104002010,11
1104002011,40
1104002012,41
1104002013,49
1104002014,41
1104002015,13
1104002016,39
1104002017,63
1104002018,70
1104002019,49
1104002020,52
1104002021,62
1104002022,45
1104002023,53
1104002024,28
1104003000,92
1104003001,96
1104003002,70
1104003003,63
1104003004,23
1104003005,26
1104003006,26
1104003007,35
1104003008,16
1104003009,12
1104003010,11
1104003011,10
1104003012,46
1104003013,32
1104003014,49
1104003015,14
1104003016,46
1104003017,40
1104003018,5
1104003019,56
1104003020,46
1104003021,53
1104003022,96
1104003023,101
1104003024,78
1104003025,112
1104003026,65
1105011000,60
1105011001,52
1105011002,18
1105011003,58
1105011004,45
1105011005,51
1105011006,56
1105011007,84
1105011008,70
1105011009,86
1105011010,69
1105011011,79
1105011012,78
1105011013,72
1105011014,67
1105011015,80
1105011016,40
1105011017,12
1105011018,90
1105011019,24
1105012000,65
1105012001,72
1105012002,0
1105012003,81
1105012004,57
1105012005,108
1105012006,70
1105012007,87
1105012008,65
1105012009,54
1105012010,37
1105012011,46
1105012012,20
1105012013,31
1105012014,33
1105013000,100
1105013001,43
1105013002,41
1105013003,37
1105013004,45
1105013005,29
1105013006,21
1105013007,17
1105013008,36
1105013009,37
1105013010,22
1105013011,12
1105013012,45
1105013013,121
1105013014,112
1105013015,56
1105013016,94
1105013017,8
1105013018,48
1105013019,71
1105013020,57
1105013021,83
1105013022,71
1105013023,75
1105013024,74
1105013025,52
1105013026,68
1105013027,30
1105013028,67
1105013029,50
1105014000,0
1105014001,78
1105014002,28
1105014003,3
1105014004,0
1105014005,93
1105014006,18
1105014007,78
1105014008,49
1105015000,0
1105015001,42
1105015002,16
1105015003,28
1105015004,47
1105015005,16
1105015006,50
1105015007,44
1105015008,57
1105015009,58
1105015010,0
1105015011,1
1105015012,40
1105015013,37
1105015014,51
1105015015,0
1105015016,8
1105015017,8
1105015018,25
1105015019,33
1105015020,29
1105015021,42
1105015022,21
1105021000,58
1105021001,28
1105021002,1
1105021003,0
1105021004,0
1105021005,0
1105021006,0
1105021007,5
1105021008,2
1105021009,49
1105021010,99
1105021011,180
1105021012,1
1105021013,145
1105021014,105
1105021015,63
1105021016,0
1105021017,170
1105021018,193
1105021019,161
1105021020,0
1105021021,62
1105021022,135
1105021023,0
1105021024,24
1105022000,58
1105022001,0
1105022002,55
1105022003,72
1105022004,33
1105022005,53
1105022006,26
1105022007,76
1105022008,109
1105022009,0
1105022010,16
1105022011,57
1105022012,18
1105022013,32
1105022014,125
1105022015,0
1105022016,44
1105022017,123
1105022018,0
1105022019,0
1105022020,81
1105022021,62
1105022022,74
1105022023,72
1105022024,73
1105022025,73
1105022026,83
1105022027,71
1105022028,38
1105022029,77
1105022030,105
1105022031,23
1105022032,2
1105022033,2
1105022034,0
1105022035,0
1105022036,0
1201001000,94
1201001001,56
1201001002,94
1201001003,94
1201001004,6
1201001005,32
1201001006,82
1201001007,69
1201001008,210
1201001009,111
1201001010,76
1201001011,80
1201001012,74
1201001013,16
1201001014,43
1201001015,65
1201001016,67
1201001017,56
1201001018,37
1201001019,13
1201001020,81
1201001021,0
1201002000,0
1201002001,41
1201002002,0
1201002003,16
1201002004,36
1201002005,60
1201002006,63
1201002007,35
1201002008,26
1201002009,29
1201002010,30
1201002011,51
1201002012,58
1201002013,60
1201002014,65
1201002015,59
1201002016,45
1201002017,65
1201002018,12
1201002019,72
1201002020,54
1201002021,34
1201002022,24
1201003000,56
1201003001,63
1201003002,68
1201003003,53
1201003004,71
1201003005,0
1201003006,24
1201003007,14
1201003008,27
1201003009,68
1201003010,3
1201003011,82
1201003012,46
1201003013,4
1201003014,4
1201003015,15
1201003016,31
1201003017,9
1201003018,0
1201003019,17
1201003020,0
1201003021,0
1201003022,0
1201003023,0
1201003024,0
1201003025,3
1201003026,11
1201003027,28
1201003028,0
1201003029,36
1201003030,52
1201003031,0
1201003032,0
1201003033,0
1201003034,0
1201003035,0
1201003036,0
1201004000,5
1201004001,3
1201004002,9
1201004003,89
1201004004,64
1201004005,36
1201004006,54
1201004007,45
1201004008,72
1201004009,17
1201004010,2
1201004011,42
1201004012,69
1201004013,35
1201004014,81
1201004015,59
1201004016,42
1201004017,34
1201004018,41
1201004019,85
1201004020,72
1201004021,66
1202001000,43
1202001001,202
1202001002,47
1202001003,64
1202001004,89
1202001005,49
1202001006,66
1202001007,82
1202001008,58
1202001009,37
1202001010,152
1202001011,48
1202001012,56
1202001013,64
1202001014,63
1202001015,16
1202001016,9
1202001017,15
1202001018,8
1202001019,14
1202001020,10
1202001021,13
1202001022,28
1202001023,63
1202001024,32
1202001025,0
1202001026,46
1202001027,0
1202001028,69
1202001029,31
1202001030,20
1202001031,23
1202001032,9
1202001033,15
1202001034,11
1202001035,35
1202001036,0
1202001037,22
1202001038,0
1202001039,0
1202001040,0
1202001041,0
1202001042,0
1202002000,0
1202002001,41
1202002002,27
1202002003,40
1202002004,31
1202002005,69
1202002006,52
1202002007,72
1202002008,4
1202002009,9
1202002010,0
1202002011,32
1202002012,19
1202002013,24
1202002014,16
1202002015,26
1202002016,21
1202002017,0
1202002018,2
1202002019,44
1202002020,29
1202002021,3
1202002022,0
1202002023,0
1202002024,41
1202002025,39
1202002026,27
1202002027,46
1202002028,50
1202002029,12
1202002030,14
1202002031,15
1202002032,15
1202002033,12
1202002034,6
1202002035,0
1202003000,108
1202003001,32
1202003002,3
1202003003,38
1202003004,33
1202003005,44
1202003006,36
1202003007,22
1202003008,36
1202003009,25
1202003010,40
1202003011,28
1202003012,39
1202003013,23
1202003014,33
1202003015,87
1202003016,29
1202003017,37
1202003018,39
1202003019,38
1202003020,16
1202003021,19
1202003022,23
1202003023,18
1202004000,12
1202004001,138
1202004002,45
1202004003,95
1202004004,18
1202004005,53
1202004006,56
1202004007,73
1202004008,4
1202004009,0
1202004010,0
1202004011,0
1202004012,183
1202004013,58
1202004014,51
1202004015,24
1202004016,132
1202004017,109
1202004018,15
1202004019,63
1202004020,0
1202004021,0
1202004022,0
1202004023,8
1203001000,0
1203001001,0
1203001002,32
1203001003,23
1203001004,24
1203001005,25
1203001006,33
1203001007,22
1203001008,35
1203001009,36
1203001010,32
1203001011,42
1203001012,59
1203001013,43
1203001014,30
1203001015,49
1203001016,39
1203001017,39
1203001018,34
1203001019,36
1203001020,40
1203001021,47
1203001022,30
1203001023,31
1203001024,36
1203001025,31
1203001026,37
1203001027,50
1203001028,50
1203001029,32
1203002000,53
1203002001,50
1203002002,46
1203002003,40
1203002004,43
1203002005,42
1203002006,38
1203002007,34
1203002008,46
1203002009,45
1203002010,38
1203002011,36
1203002012,5
1203002013,38
1203002014,31
1203002015,77
1203002016,54
1203002017,29
1203002018,23
1203002019,80
1203002020,77
1203002021,118
1203002022,27
1203002023,8
1203002024,11
1203002025,19
1203002026,40
1203002027,36
1203002028,31
1203003000,40
1203003001,37
1203003002,39
1203003003,50
1203003004,55
1203003005,49
1203003006,44
1203003007,47
1203003008,45
1203003009,44
1203003010,37
1203003011,40
1203003012,31
1203003013,46
1203003014,80
1203003015,78
1203003016,216
1203003017,0
1203003018,19
1203003019,21
1203003020,5
1203003021,22
1203003022,22
1203003023,20
1203003024,30
1203003025,26
1203003026,23
1203003027,34
1203003028,33
1203003029,52
1203003030,10
1203003031,15
1203003032,20
1203003033,18
1203003034,10
1203004000,14
1203004001,13
1203004002,10
1203004003,0
1203004004,27
1203004005,53
1203004006,0
1203004007,31
1203004008,72
1203004009,0
1203004010,0
1203004011,19
1203004012,14
1203004013,24
1203004014,70
1203004015,15
1203004016,61
1203004017,28
1203004018,0
1203004019,26
1203004020,20
1203004021,27
1203004022,24
1203004023,39
1203004024,17
1203004025,33
1203004026,12
1203004027,7
1203004028,28
1203004029,31
1203004030,3
1203004031,132
1203004032,11
1203004033,19
1203004034,21
1203005000,16
1203005001,26
1203005002,36
1203005003,26
1203005004,28
1203005005,58
1203005006,39
1203005007,48
1203005008,46
1203005009,13
1203005010,26
1203005011,48
1203005012,59
1203005013,17
1203005014,30
1203005015,27
1203005016,33
1203005017,44
1203005018,38
1203005019,37
1203005020,3
1203005021,83
1203005022,16
1203005023,50
1203005024,23
1203005025,40
1203005026,0
1203006000,422
1203006001,5
1203006002,68
1203006003,56
1203006004,50
1203006005,37
1203006006,64
1203006007,38
1203006008,30
1203006009,30
1203006010,37
1203006011,65
1203006012,62
1204001000,0
1204001001,42
1204001002,46
1204001003,32
1204001004,40
1204001005,15
1204001006,96
1204001007,0
1204001008,33
1204001009,20
1204001010,24
1204001011,18
1204001012,19
1204001013,21
1204001014,42
1204001015,18
1204001016,27
1204001017,26
1204001018,15
1204001019,25
1204001020,51
1204001021,18
1204001022,25
1204001023,64
1204001024,68
1204001025,64
1204001026,19
1204001027,25
1204002000,79
1204002001,72
1204002002,63
1204002003,71
1204002004,18
1204002005,20
1204002006,10
1204002007,1
1204002008,18
1204002009,46
1204002010,32
1204002011,14
1204002012,55
1204002013,1
1204002014,0
1204002015,165
1204002016,24
1204002017,83
1204002018,3
1204002019,38
1204002020,21
1204002021,56
1204002022,38
1204002023,51
1204002024,3
1204002025,8
1204002026,24
1204002027,83
1204002028,14
1204003000,0
1204003001,24
